mean,std,max,min,range,skewness,kurtosis,rms,crest_factor,variance,zero_crossings,dominant_freq,spectral_energy,spectral_centroid,spectral_bandwidth,spectral_flatness,event
-0.05996671858793444,-1.0192279799638662,-0.733443809784307,0.7926034347653532,-0.7705790485579048,-0.12827739597169802,-0.7893808010773478,-1.019258072538299,-0.4990594114107779,-0.5975952934950504,2.3563542194034426,1.3644564521916993,-0.5936234798910652,2.094233318719987,2.3105112127412575,2.2691015004796253,0
-0.0713235706488428,0.12030439148132437,-0.006849085926635841,-0.15340907441619778,0.06983037015284169,-0.1903136600940358,0.5239374639204699,0.12028887363014962,0.34190809431806934,-0.19897299175135857,0.648845642404224,0.7273561632305946,-0.17910805601854451,-0.3633582911327314,-0.6454535266368969,-0.4163897931289107,1
0.24975802666961014,-0.9357103863963894,-0.712977729918329,0.7594044779167928,-0.7437685676975614,-0.23259473689533589,-0.8026111071324792,-0.9357377302490266,-0.8042603617859317,-0.5926112316376265,0.5283089044494448,1.3644564521916993,-0.5888068674247006,0.13812334284528777,0.7497244515687163,0.2243592479983383,0
1.0144269291459436,0.10257478984431216,0.2853685683572788,-0.3152097239722589,0.3030854376806576,1.8060709396554115,1.1869571368371332,0.10256364139857348,1.277650557273888,-0.21063946903995123,-0.2634632225900055,-1.1839447036527195,-0.19932331370403106,-0.49945793842556624,-0.5557599155985748,-0.41010885601413033,1
-2.201092803217752,-0.6868782249912312,-0.6735438497061114,0.6516097014141533,-0.6711176319440258,-0.7634092966346024,-0.7520197245670697,-0.686837258572501,-1.154555175588617,-0.555040458056384,-0.7124768530755812,-1.1839447036527195,-0.5570765375527759,-0.5293687830745176,-0.22099565008712266,-0.317040321348313,0
0.6698839778052708,1.2838725749726665,1.2010785117600586,-0.6967059975062135,0.9738988633550361,1.5322496860854828,0.5653049281559017,1.283873303526693,1.0872671329818309,0.9443245183683044,-0.3800011114183228,-0.8653945591721671,0.9805056681546304,-0.4857595107143592,-0.6760189865130277,-0.42799936783955805,1
-0.35382283976708223,1.2845955405441665,1.2010785117600586,-0.6967059975062135,0.9738988633550361,1.539176479558883,0.5636879180822696,1.2845955849397492,1.0863426127526388,0.9452661540677061,-0.36114939410785973,-0.8653945591721671,0.8939982109136927,-0.48244729195820085,-0.663210073123636,-0.42742299715404336,1
-0.5633696391606329,1.1917099099963093,1.5631825684396483,-1.8334901827702894,1.7114087105070033,0.08776420421710554,2.8144227030423243,1.1917092207982285,1.793072187772036,0.8266380672178448,-0.23889886367031113,1.045906307711147,0.6831736457004483,-0.36697809664522646,-0.761954959349398,-0.42849686086918826,1
1.5186383513671713,-0.6170602624615181,-0.6374702911193729,0.7006196644231246,-0.6753652519791443,0.15299308777421877,-0.8077508958500573,-0.6170589784501201,-0.9904158417519553,-0.5383863516917796,-0.6770584750983475,-0.7061194869318909,-0.5323093322982676,-0.41630375714885376,-0.3651015152293843,-0.3522535496116557,0
-0.03020165180210187,0.9997882607785564,1.1502996644561254,-1.475785129938698,1.3200022730921703,0.35671343663502103,2.015894491195321,0.9997842627122515,1.4112705552173124,0.5965447588856595,-0.37143214900447596,-0.8653945591721671,0.5463979230680066,-0.49026546399245907,-0.29034605609633657,-0.4102957922957965,1
-0.0653327058448685,-0.5072871322293064,-0.6113972801319634,0.6249854921373912,-0.6252402987537075,-0.3171855216406201,-0.7899559202564516,-0.5073108647867552,-1.0066312128844472,-0.5067850841316002,-0.6582067577878843,-0.7061194869318909,-0.5108458765709917,-0.41917559485471756,-0.43876524554111024,-0.3727427624122256,0
